2-8,4-9,0-9,4-6,4-11,5-8,0-2,0-11,2-4,0-12,1-2,7-9,8-9,5-9,11-12,0-3,1-12,6-7,8-10,6-8,1-4,4-5,5-6,6-9,9-10,0-4,7-8,6-10,1-11,1-3,3-4,7-10,2-3,0-1
7.275957614183426e-12,0.0,-3.637978807091713e-12,-3.637978807091713e-12,0.0,412.46842239697617,-3.637978807091713e-12,0.0,-1.4551915228366852e-11,210.6768961402413,181.2198503245654,780.8540913010547,670.8573388999794,789.037836688276,96.74321366114964,725.5104477905643,1070.6734059815135,669.5740900237124,1459.371571876618,1642.2890268891733,1639.6317839983822,1705.5407022521867,1330.2895469886807,1436.6855420555821,1838.3772541133421,2290.1865193043122,1890.718236865936,1949.4662402730446,2147.7424330023223,2155.7100744750223,1946.9611163816953,2302.057254132522,2986.6180236490854,4533.4619255666
1.8189894035458565e-12,7.275957614183426e-12,0.0,7.275957614183426e-12,-7.275957614183426e-12,42.513158294870664,0.0,156.88508509524036,1.0913936421275139e-11,10.644975179784524,-7.275957614183426e-12,224.96581783256624,853.929521162152,910.0177749853083,4.776281721831765,714.654286342733,1580.6876422794758,783.5733155398884,1564.1886052161826,1179.291768955516,1630.510603576211,1576.0367777216034,1397.5242400056686,802.4623121588884,1412.356655083273,1500.3297222668662,1939.8487341527616,2111.019738761368,1705.050940882038,1604.2266074159252,1656.098907903899,2089.9156601875748,3153.6196234360596,4703.781442665044
1.8189894035458565e-12,7.275957614183426e-12,5.4569682106375694e-12,404.94276666837686,7.275957614183426e-12,3.637978807091713e-12,288.47517054239506,104.78952021940859,547.288447809693,322.2966235349777,30.230337489505473,445.67458135860034,511.11980845945254,553.5743029612859,1704.9313970116982,1152.634157678105,1602.74266471386,1526.5033557185234,920.6247606763773,1648.4723820603504,1395.958871262108,1333.4334269934316,1762.411647347646,1547.3811705602548,1652.0556548065633,2406.045930072629,1896.2915114082516,1751.7694271843993,2046.4584193960836,2326.165441471734,2238.8261631346613,1903.1191181991508,2775.6800402385434,4479.287838871471
-7.275957614183426e-12,-7.275957614183426e-12,1.8189894035458565e-12,-3.637978807091713e-12,0.0,-1.8189894035458565e-12,323.4778981969084,0.0,116.12939139346054,234.2359013201567,519.1298299307637,434.8970614730879,613.4379468536663,840.4616520175914,341.12623107166655,840.4663485324963,2025.874318770675,1041.3853090536268,1459.6632275862448,1985.0290579584052,1426.5395573947899,1128.8938924541526,1595.2897232783362,1754.3517624953984,1778.1632344073641,1058.433016281877,1803.1142262731664,1908.2711355657611,2133.395969326979,1745.8287354968688,2260.4791894716727,2184.6516962326787,2454.4498028440175,4694.682151557105
0.0,0.0,0.0,7.275957614183426e-12,2.1827872842550278e-11,0.0,3.637978807091713e-12,1.0913936421275139e-11,11.360195533598016,516.7600412864595,551.7590041503809,588.7751169252915,4.2295932037832245,477.2336895261051,1141.5683015342547,561.901711589866,1307.4746248115043,1223.4562294312236,1098.5387856013567,987.499468080503,1437.345274248928,1278.9798449443424,1265.1525614206766,1446.5544997707366,1716.25319301315,2130.011834044486,2257.142775031475,1636.573785493476,2132.046075108852,1994.0903209420194,1552.687560227907,2390.8216842573347,2911.615211482267,4689.553411766163
-1.8189894035458565e-12,-3.637978807091713e-12,0.0,3.637978807091713e-12,-2.9103830456733704e-11,3.637978807091713e-12,-3.637978807091713e-12,94.06063451596856,3.637978807091713e-12,216.88065864015516,112.25074899050378,394.6710969869364,351.27805507765515,66.02339331191433,1331.7654703048738,986.3958214745253,1085.9426432670662,1091.1082925614646,1177.7614416853612,1414.9836618765876,978.121421042546,924.3002063481763,1252.4538411801805,1936.0005066407557,1625.2024361178537,2136.55039763292,2028.4329571747076,2006.758502056793,2378.2377740373213,2303.6488021402693,2159.9746574593883,2427.3656298158858,3069.675913221905,4563.555209981783
3.637978807091713e-12,0.0,0.0,0.0,2.546585164964199e-11,20.725301254437,1.8189894035458565e-12,11.385183388272708,17.04191729000013,45.92551528050899,-1.8189894035458565e-12,278.3376913165557,447.8970032414909,291.13217025925223,933.3306897216589,1059.4612394682408,1419.2201187493029,693.8365261154795,1426.21883856768,856.0513162426669,988.0936732861264,1355.600728916228,1475.026290413416,1694.6958255857026,1753.4252537976554,1739.9680166259823,1976.4017635505024,1842.1521178911116,1871.520266416739,2098.164672794006,2615.096844711179,1825.8640406083614,3166.4944636076216,4478.551149198214
-7.275957614183426e-12,0.0,-1.8189894035458565e-12,1.0913936421275139e-11,0.0,-3.637978807091713e-12,5.4569682106375694e-12,0.0,-3.637978807091713e-12,1281.5952515865738,128.0994270540159,638.6560282750761,5.4569682106375694e-12,1389.1154866851357,349.4426915064778,853.0722625199669,1412.4056732086665,2182.9697780121387,636.0808526463625,1948.6250734510159,839.1606510556085,1252.138493606817,1545.8039635212135,2023.432223569327,1659.9919820928517,1776.1103850739928,1926.7094788875147,1726.7323637849222,1912.6125831915524,2164.2799020148395,2317.7090345831093,1890.5299254550737,2603.5681957212746,4137.306685248019
-5.4569682106375694e-12,0.0,-3.637978807091713e-12,1.4551915228366852e-11,-3.637978807091713e-12,-5.4569682106375694e-12,3.637978807091713e-12,-3.637978807091713e-12,328.72354816785446,1.0913936421275139e-11,233.39842911410415,646.0153391291205,410.44244202120535,1061.915029659327,66.99024945575002,844.2481040132225,213.57875087880166,1029.0679951378406,633.2852604806394,966.517427148141,1388.7230815738621,1259.2699183830973,1688.161058993377,1695.408089305096,1799.563985619061,2498.4460888507383,2235.429573976745,2079.5185290004556,2049.025337765972,1939.2319847816561,2014.7597366490772,2313.72360623868,3050.7379584001574,4905.745354823499
0.0,1.0913936421275139e-11,3.637978807091713e-12,1.4551915228366852e-11,3.637978807091713e-12,66.44917386867382,0.0,-3.637978807091713e-12,7.275957614183426e-12,619.0291038566684,99.93486923610726,463.45241293252184,695.332245207619,750.9135234417245,1106.5862539169593,518.7970486220565,1283.6286197895788,1168.6830063668185,487.4941990022544,985.3358230344074,1228.4664370943756,1510.0270309178031,1645.6871371413781,1834.9258962161948,1642.7612829751397,1975.5917249870035,1501.9949462536551,2085.3365460977475,1985.2036313367425,2360.797028379282,1669.743505076538,2303.4970147253553,3070.982800260157,4441.411535899604
0.0,0.0,-7.275957614183426e-12,3.637978807091713e-12,2.546585164964199e-11,5.4569682106375694e-12,19.52063382506458,7.275957614183426e-12,239.0216007662093,298.8757807529619,598.3476594283093,605.9433110973059,380.37551130582324,1498.6265064473118,960.994202972528,1180.6507877250806,571.2631404886124,1069.2472273299172,1317.9437252294629,551.6857031575,1174.644786521305,1530.5744749875885,1381.3820813725415,1949.8447986828196,1753.6598917690808,1537.7286777419358,1676.1818125141363,2093.4712001571934,1617.1731557308503,2020.4878425093993,2517.05306893745,2213.970933086037,2660.4873715198137,4619.52725686908
3.637978807091713e-12,3.637978807091713e-12,3.637978807091713e-12,131.94404796396338,-1.0913936421275139e-11,3.637978807091713e-12,0.0,-3.637978807091713e-12,-7.275957614183426e-12,573.7400502334749,92.11122771808186,480.04075766578353,501.40139738455036,688.5350647135892,1421.7126495576376,508.68016415120474,1976.768794204314,1077.9927048668287,644.31147027105,1070.3455518220217,1287.5467110141326,1727.606153737801,1591.605587305352,1880.4641658440087,1770.3590221104187,1704.756914102978,2093.9772553688126,2187.900240059971,1977.2210225036906,2381.734599121888,2148.4406118332736,1896.2312809922005,2850.9529070724548,4770.780928195054
-3.637978807091713e-12,3.637978807091713e-12,-5.4569682106375694e-12,-7.275957614183426e-12,-3.637978807091713e-12,10.010335031334762,3.637978807091713e-12,177.5250905913599,7.275957614183426e-12,-1.0913936421275139e-11,335.43093444397164,691.6553078191882,821.9929239436151,949.9491018684039,1301.3136885076328,608.7382210286032,977.4049598262172,862.9474200549957,818.3282856488786,1387.9824380479313,1353.502314571535,1460.5569638707566,1474.8328788466824,1827.6539350949915,1612.4787350119823,1520.0828760998847,1928.8346123229585,1951.8618398568015,1996.7089441318021,2391.657359394727,2160.9227757730114,1626.8947109012643,2655.3433966783978,4550.940265205836
-1.0913936421275139e-11,3.637978807091713e-12,7.275957614183426e-12,3.637978807091713e-12,-7.275957614183426e-12,-7.275957614183426e-12,108.09928387077343,159.33720332243684,392.1854887236623,434.8758408922622,214.37804355285516,411.7724214261616,555.6809094884575,417.53815214192946,1294.4507753097187,935.418351815315,1424.471225430374,1046.3917023249232,1070.5209541591557,1253.332730846456,1278.278553537566,1231.919582347593,1405.3688656676713,1483.2999241847792,1508.5903842446223,1505.9462548522133,1907.8277232821383,2268.275773619771,2186.625067593217,2037.4072951614817,2135.0784634816337,2204.1779614534535,3001.486607524279,4455.997897619476
-5.4569682106375694e-12,-3.637978807091713e-12,5.4569682106375694e-12,3.637978807091713e-12,3.637978807091713e-12,-5.4569682106375694e-12,1.8189894035458565e-12,88.21348435884283,0.0,401.78393771420815,386.0291325424005,5.4569682106375694e-12,293.9688100503281,746.128182340135,311.4962798230772,715.8834566375353,1017.080853744661,1228.145805373466,877.76613849575,882.6810417614506,1338.9190892878141,1259.8801333861866,1608.9366380716783,1902.3283595581797,1570.5661724625043,1667.7612934837198,2084.9334102455978,2169.3454258593974,2105.072103136785,1944.7409554528858,1754.5750813254454,2216.0442224097587,2904.6797115900536,4114.18622029305
7.275957614183426e-12,1.0913936421275139e-11,7.275957614183426e-12,0.0,1.0913936421275139e-11,2.4747139651080943,-7.275957614183426e-12,20.79390545249771,-3.637978807091713e-12,491.57626049436294,98.0158361254853,438.7105205616008,702.3856448300085,624.5491515129925,891.8727606544344,796.0298498877237,1796.0285566031325,714.5841024463207,1118.7886948236173,1070.343230848548,1512.2178358080164,1192.6503185006259,1076.215631562858,1391.0833137985264,1854.769338171238,2020.7430105036801,1924.7952202992965,2107.2993627309497,1882.2443836854636,1631.2172915367282,2010.3552029627317,1969.6224516817474,3171.424986887847,4927.210409962598
-3.637978807091713e-12,-3.637978807091713e-12,-1.8189894035458565e-12,-2.1827872842550278e-11,3.637978807091713e-12,3.637978807091713e-12,1.8189894035458565e-12,162.53824942727078,-3.637978807091713e-12,102.51343367314257,342.1367328651504,287.68056434747996,-1.8189894035458565e-12,453.88439299118363,1702.059300974257,967.6563757271306,394.1893811727641,1091.6041726977055,1226.3865123903997,1194.8833688634659,1472.0042239696668,1525.604103153937,1704.7243860085418,1621.8892945119987,1710.3227123477373,2032.8752743183104,1893.1088696152947,1636.6094815789456,1923.97203814754,2129.0586580637537,2477.0922699898947,1877.6872664706898,2962.950725938128,4360.367652834735
-3.637978807091713e-12,1.0913936421275139e-11,5.4569682106375694e-12,3.637978807091713e-12,-7.275957614183426e-12,0.0,3.637978807091713e-12,-3.637978807091713e-12,3.637978807091713e-12,-7.275957614183426e-12,583.6117850786068,429.90295601736943,651.1383610259763,662.1364431355614,1207.504633262255,947.7203410603506,434.36811511162887,973.0947941302584,981.2808038795101,619.970052928622,885.1958985773235,1643.3528099259838,1414.4891714877976,1542.7849715766624,1479.92924839041,1018.0916124798678,1590.4815395233254,1918.4580815838526,2149.8727679532512,1873.25843762747,2032.6513078271892,1813.8019964629257,2971.574424586228,4532.856394447153
1.8189894035458565e-12,3.637978807091713e-12,1.8189894035458565e-12,-1.0913936421275139e-11,3.637978807091713e-12,-7.275957614183426e-12,0.0,0.0,-1.8189894035458565e-11,381.477335292544,473.90478420206273,766.9550968427229,3.637978807091713e-12,5.4569682106375694e-12,172.74008859564128,654.2594605092036,1128.2566639120305,767.2751892739925,1025.0100760579317,1745.0144832983406,1147.3535280118704,1342.852713272463,1425.2520005981296,1774.859170039037,1431.1673083861533,1722.241383882636,2047.1491803449262,1773.096539925924,2007.798315862754,2218.8105523499908,1860.529124174922,2574.1548094902228,3089.5396770308216,4645.277743879989
1.2732925824820995e-11,7.275957614183426e-12,7.275957614183426e-12,0.0,0.0,109.3020953342384,7.275957614183426e-12,472.3128527520421,3.637978807091713e-12,-7.275957614183426e-12,423.430492213025,458.4909564856589,575.0068028876995,861.2918622516809,1381.2733084187985,747.6377390201087,371.3247620857401,1101.413571274299,1253.0175955356572,1477.0599125389945,1194.088360341324,1613.0327249105885,1525.032219177183,1373.4556319287822,1464.9135135158358,1695.2387414244658,2008.207588521991,2276.0026818485585,2559.8853922587296,2004.5796259961899,2244.4480510723333,2725.6888917390806,3210.177395305698,4530.663313000383
1.8189894035458565e-12,0.0,7.275957614183426e-12,0.0,1.4551915228366852e-11,7.275957614183426e-12,5.4569682106375694e-12,32.12454713889383,2.9103830456733704e-11,7.275957614183426e-12,218.34159112641282,162.0583202313428,802.4652179837631,568.6647990110341,158.7789609250285,394.15280873286065,1204.2949578295375,918.7652675262889,1331.7184035300688,1242.775787987568,1224.0404896473556,1358.3759608134806,1350.1716503769258,1582.9366372404638,1719.3170839883715,1511.0372194073134,1964.8720861201527,2284.9292913071913,1697.5763864613,2523.4153038414915,1779.2154120265805,1932.27607102609,2844.363146952788,4614.802637994824
-1.0913936421275139e-11,0.0,3.637978807091713e-12,1.4551915228366852e-11,-2.546585164964199e-11,3.637978807091713e-12,-5.4569682106375694e-12,21.043955610606645,282.36763673665337,535.3855193952259,-7.275957614183426e-12,270.637423639957,905.6492885412135,550.1106521009751,1720.5601556177935,1268.0516768807756,898.8508701140272,1121.396214862898,928.5660748556475,1447.4306141379675,965.4564514572048,1552.523357193777,1525.1953238088445,2043.4441950024247,1837.634696248013,2452.961365612271,2180.664009782373,2189.7338084980674,1556.4383516460002,1764.976265988551,2370.9694169850773,1735.3824517034518,2637.566669969485,4217.578823030122
7.275957614183426e-12,3.637978807091713e-12,-1.8189894035458565e-12,-7.275957614183426e-12,0.0,9.094947017729282e-12,-7.275957614183426e-12,0.0,3.637978807091713e-12,161.71932248308076,31.822339646361797,568.7476943387264,-1.8189894035458565e-12,378.04090739880667,645.518934251053,252.9206432138053,1010.3017899280239,1211.9713705975737,1237.6528558220489,1364.1985716520885,1477.3962147896455,1448.5182327320836,1672.4671693474957,1837.512331680644,1520.9011348937547,2219.420618779819,2018.1163067347097,2146.9087637612884,1940.4745249694006,2363.4226844743607,2117.199309470685,1730.6897929204315,3050.8702347942854,4564.042471508616
