,0,1,2,3,4,5,6,7,8,9,10,11,12
0,28.446118680289786,24.705705194915282,30.653421624843627,29.625574797255602,31.222355278827607,28.01138068774448,27.31356791766541,27.416217177940787,28.37123669881362,30.631909670984566,29.425171723150672,23.647006056869923,21.588456879275537
1,24.705705194915282,20.14556812856039,26.177280598671324,24.790125580198072,28.6467318777693,22.513395767550605,22.50138173713669,21.025950512496625,23.72054970127354,25.874842062743042,24.516688985911234,19.378557724271243,16.49956487733021
2,30.653421624843627,26.177280598671324,32.917715495274315,31.979760629961934,32.60803701834513,30.74156261952559,29.56723893988735,30.565346656243683,30.7793250893764,33.81430110095348,32.41084321969787,25.106407485220043,22.666194825119998
3,29.625574797255602,24.790125580198072,31.979760629961934,30.73544104229625,31.91034553484794,29.16674293120839,28.189377263760903,28.73242527803878,29.474836367325995,32.582004841667505,31.082238677701852,23.717944287972944,21.030395773994417
4,31.222355278827607,28.6467318777693,32.60803701834513,31.91034553484794,32.11519854838135,31.08188968280411,30.56606121842813,31.125664297738332,31.210187280780907,32.774797442252954,32.04133639116876,27.874968285466643,26.73071266259644
5,28.01138068774448,22.513395767550605,30.74156261952559,29.16674293120839,31.08188968280411,25.958688157170663,25.493235925591275,24.89732395602153,26.828403275029242,30.163984659884402,28.42142007282864,21.05048357861633,17.517627091623506
6,27.31356791766541,22.50138173713669,29.56723893988735,28.189377263760903,30.56606121842813,25.493235925591275,24.77067878625488,24.183078294401604,26.031263164616412,28.804682723560134,27.234942798945582,21.29752459782902,18.232151909296583
7,27.416217177940787,21.025950512496625,30.565346656243683,28.73242527803878,31.125664297738332,24.89732395602153,24.183078294401604,22.30823255081155,25.731840819364866,29.68532472457695,27.438060879185414,19.373111174425098,14.782898799171058
8,28.37123669881362,23.72054970127354,30.7793250893764,29.474836367325995,31.210187280780907,26.828403275029242,26.031263164616412,25.731840819364866,26.66688813132973,29.840222771570613,28.340673859931723,22.331677770841566,19.4794926475717
9,30.631909670984566,25.874842062743042,33.81430110095348,32.582004841667505,32.774797442252954,30.163984659884402,28.804682723560134,29.68532472457695,29.840222771570613,32.80709918429521,31.420776076069725,24.18545717217917,21.54558141680076
10,29.425171723150672,24.516688985911234,32.41084321969787,31.082238677701852,32.04133639116876,28.42142007282864,27.234942798945582,27.438060879185414,28.340673859931723,31.420776076069725,29.725017220595706,22.882500073861603,19.972275206072773
11,23.647006056869923,19.378557724271243,25.106407485220043,23.717944287972944,27.874968285466643,21.05048357861633,21.29752459782902,19.373111174425098,22.331677770841566,24.18545717217917,22.882500073861603,18.040272538368967,15.521512680240681
12,21.588456879275537,16.49956487733021,22.666194825119998,21.030395773994417,26.73071266259644,17.517627091623506,18.232151909296583,14.782898799171058,19.4794926475717,21.54558141680076,19.972275206072773,15.521512680240681,11.203727683248301
