,0,1,2,3,4,5,6,7,8,9,10,11,12
0,10.432967932880596,9.071338844809084,10.967082606461545,9.418505055527156,22.570381423248982,27.227264732555412,40.01908543845667,41.23125661187853,55.913617175190396,34.266838425267004,43.780761422965114,11.76397803122991,9.15217267011754
1,9.071338844809084,7.2601888028184955,9.13022931778222,7.227397323933642,21.831948656777538,26.025525983679817,39.258369834454655,40.25395967544711,55.24690458814826,33.350402968068295,42.99569812562874,10.404242502794071,7.3371480756904806
2,10.967082606461545,9.13022931778222,11.143920873686936,9.44988755806126,23.575557613322275,30.20926007647697,44.155833280416786,47.19087540181976,61.839749446870705,38.15981611379444,48.935217317919616,12.134631514717977,9.09102694546651
3,9.418505055527156,7.227397323933642,9.44988755806126,6.9223672084586445,23.253274841899465,29.969233801025368,44.563273927094976,47.91653868125407,62.7645570402711,38.35736382337824,49.57653272828933,10.871448883564,7.167369657326163
4,22.570381423248982,21.831948656777538,23.575557613322275,23.253274841899465,26.40473544693083,31.03426401505407,39.16143634432664,39.756530716098226,50.47018375715653,35.57624992523382,41.69421201155388,22.294103959589684,21.627519027222082
5,27.227264732555412,26.025525983679817,30.20926007647697,29.969233801025368,31.03426401505407,44.3852245779548,54.7622512991856,62.42683384094427,71.89993169996363,50.84238458413272,60.76055291295316,26.24178257477244,25.567393899459294
6,40.01908543845667,39.258369834454655,44.155833280416786,44.563273927094976,39.16143634432664,54.7622512991856,60.41579868435074,67.93066643881885,74.1090355010512,58.62232352291596,65.61186837564141,38.253021450136174,38.69109583877855
7,41.23125661187853,40.25395967544711,47.19087540181976,47.91653868125407,39.756530716098226,62.42683384094427,67.93066643881885,82.5665264474812,84.37024864017448,66.82841640379195,75.73412725304598,38.87503472188895,39.49199332653587
8,55.913617175190396,55.24690458814826,61.839749446870705,62.7645570402711,50.47018375715653,71.89993169996363,74.1090355010512,84.37024864017448,84.85926182935326,74.47587346135755,79.87256588384649,53.12194560464699,54.44229471962027
9,34.266838425267004,33.350402968068295,38.15981611379444,38.35736382337824,35.57624992523382,50.84238458413272,58.62232352291596,66.82841640379195,74.47587346135755,55.18847592686662,64.09491112772749,32.7906083220054,32.820907536971426
10,43.780761422965114,42.99569812562874,48.935217317919616,49.57653272828933,41.69421201155388,60.76055291295316,65.61186837564141,75.73412725304598,79.87256588384649,64.09491112772749,71.46577014307611,41.580156587527085,42.314041989501774
11,11.76397803122991,10.404242502794071,12.134631514717977,10.871448883564,22.294103959589684,26.24178257477244,38.253021450136174,38.87503472188895,53.12194560464699,32.7906083220054,41.580156587527085,12.204592607850643,10.327849121401051
12,9.15217267011754,7.3371480756904806,9.09102694546651,7.167369657326163,21.627519027222082,25.567393899459294,38.69109583877855,39.49199332653587,54.44229471962027,32.820907536971426,42.314041989501774,10.327849121401051,7.055135686802178
